ID linked to 4745 data,NewSecId,HomogeneousSectionID,LEN_Gz,LEN_YR,Constant,AADT,MCV,ArtVeh,SP,HSP,MSP,LSP,M_Curve,S_Curve,VS_Curve,Curve,Curve50,L_Ter,Roll_Ter,Mt_Ter,Nlanes,Lwidth,F_W,FW_RS,FW_US,Median,ATLM,M,US,RS,G_NG,Headon,RSMS,RSHS,RSLS,Length,C50RT,LW_RS,LW_US,RD,SW
2911,4791,4791,0.4,4,1,24860,248,476,100,1,0,0,0,0,0,0,1,1,0,0,2,3.5,10.3,10.3,0,0,0,0,0,1,G,0,0,1,0,0.4,0,3.5,0,0,1.58
3907,5404.22,5404,10,100,1,833,85,42,50,0,1,0,1,0,0,1,0,1,1,0,2,3.3,8.6,8.6,0,0,0.000332765,0,0,1,G,0,1,0,0,232.98,0,3.3,0,0,0.95
1729,4042.02,4042,10,100,1,2352,236,212,100,1,0,0,0,0,0,0,0,1,1,0,2,3.2,9.8,9.8,0,0,0.209615385,0,0,1,G,0,0,1,0,26,0,3.2,0,0,1.73
3186,4972.18,4972,7.3,73,1,2215,171,83,100,1,0,0,1,1,0,1,0,1,1,1,2,3.5,8.9,8.9,0,0,0.019339911,0,0,1,G,0,0,1,0,177.3,0,3.5,0,0,0.92
1133,2895,2895,1,10,1,1943,11,47,100,1,0,0,1,0,0,1,0,1,0,0,2,3.4,9.7,9.7,0,0,0.06,0,0,1,G,0,0,1,0,1,0,3.4,0,0,0.5
2626,4592,4592,1.5,15,1,35194,5,78,80,0,1,0,1,1,0,1,0,1,0,0,4,3.5,19.6,0,0,1,0,0,0,0,G,0,0,0,0,1.5,0,0,0,0,1.75
3588,5270,5270,0.7,7,1,4633,60,118,60,0,1,0,0,1,0,1,0,1,0,0,4,3.5,14,0,0,1,0,0,0,0,G,0,0,0,0,0.868,0,0,0,0,0
3867,5398.04,5398,10,100,1,48,2,2,100,1,0,0,1,1,0,1,0,1,1,0,2,3,8,8,0,0,0,0,0,1,G,0,0,1,0,71.99,0,3,0,0,0.06
4485,5630.02,5630,10,100,1,51,2,4,100,1,0,0,1,1,0,1,0,1,0,0,2,3.5,10.2,10.2,0,1,0,0,0,1,G,0,0,1,0,91.71,0,3.5,0,0,0.75
1203,3135.03,3135,10,100,1,167,15,12,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.3,8.3,0,0,0,0,0,1,G,0,0,1,0,65.7,0,3.5,0,0,0.55
3160,4969,4969,1.57,15.7,1,881,17,53,60,0,1,0,1,0,0,1,0,1,1,0,2,3.5,9.2,0,9.2,0,0,0,1,0,G,0,0,0,0,1.57,0,0,3.5,0,0.41
3880,5401.01,5401,10,100,1,302,14,14,100,1,0,0,0,0,0,0,0,1,1,0,2,3.1,9,9,0,0,0,0,0,1,G,0,0,1,0,33.565,0,3.1,0,0,0.21
540,1058,1058,0.736,7.36,1,22965,2,282,70,0,1,0,1,0,0,1,1,1,0,0,4,3.5,14.8,0,0,1,0,0,0,0,G,0,0,0,0,0.736,0,0,0,0,0.42
2718,4694,4694,0.7,7,1,20372,33,123,60,0,1,0,0,0,0,0,0,1,0,0,4,3.5,15,0,0,1,0,0,0,0,G,0,0,0,0,0.7,0,0,0,0,0.5
2685,4664,4664,2.1,6.3,1,1533,5,37,100,1,0,0,1,1,0,1,0,1,1,0,2,3.4,9.9,9.9,0,0,0,0,0,1,G,0,0,1,0,2.1,0,3.4,0,0,1.34
4734,5757,5757,2,14,1,66467,1032,1919,100,1,0,0,1,0,0,1,0,1,0,0,5,3.5,31.3,0,0,0,0,0,0,0,G,0,0,0,0,2,0,0,0,1,3.3
4312,5596,5596,1,10,1,94,16,7,100,1,0,0,1,0,0,1,0,1,0,0,2,3.5,8.2,8.2,0,0,0,0,0,1,G,0,0,1,0,1,0,3.5,0,0,0.58
27,94,94,0.9,9,1,33751,6,164,80,0,1,0,1,0,0,1,0,1,1,0,4,3.5,18.8,0,0,1,0,0,0,0,G,0,0,0,0,0.9,0,0,0,0,1.99
387,912.03,912,6.5,65,1,787,88,35,100,1,0,0,1,0,0,1,0,1,1,0,2,3.2,9.1,9.1,0,0,0,0,0,1,G,0,0,1,0,26.5,0,3.2,0,0,0.92
3434,5133,5133,0.929,9.29,1,1846,37,89,60,0,1,0,1,0,0,1,0,1,1,0,2,3.4,9.6,0,9.6,0,0,0,1,0,G,0,0,0,0,0.929,0,0,3.4,0,0.79
2783,4736.04,4736,10,100,1,202,35,16,100,1,0,0,1,0,0,1,0,1,0,0,2,3.4,8.8,8.8,0,0,0,0,0,1,G,0,0,1,0,193.4,0,3.4,0,0,0.33
200,509,509,1,10,1,6972,55,123,60,0,1,0,0,0,0,0,0,1,0,0,2,3.5,7,0,7,0,0,0,1,0,G,0,0,0,0,1,0,0,3.5,0,0
3801,5355.02,5355,10,60,1,37,2,4,100,1,0,0,1,0,0,1,0,1,0,0,1,3.9,7.6,7.6,0,0,0,0,0,1,G,0,0,1,0,82.09,0,3.9,0,0,0.76
125,406.01,406,10,100,1,1671,76,107,100,1,0,0,1,1,0,1,0,1,1,1,2,3.1,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,52.11,0,3.1,0,0,0.72
4171,5534,5534,2.2,22,1,122,12,14,100,1,0,0,1,1,0,1,0,1,0,0,2,3.5,9,9,0,0,0,0,0,1,G,0,0,1,0,2.2,0,3.5,0,0,0.09
4659,5714,5714,1.3,13,1,130,14,7,100,1,0,0,1,0,0,1,0,1,0,0,2,3.5,8.2,8.2,0,0,0,0,0,1,G,0,0,1,0,1.3,0,3.5,0,0,0.6
2724,4700,4700,0.8,8,1,10062,34,125,80,0,1,0,1,0,0,1,1,1,1,0,2,3,9.4,0,9.4,0,0,0,1,0,G,0,0,0,0,0.8,1,0,3,0,0.91
320,735.03,735,10,100,1,3550,39,89,100,1,0,0,1,0,0,1,0,1,1,1,2,3.5,10.3,10.3,0,0,0.157260514,0,0,1,G,0,0,1,0,31.03,0,3.5,0,0,1.68
2840,4754.07,4754,10,100,1,393,58,33,100,1,0,0,0,0,0,0,0,1,0,0,2,3.5,8.8,8.8,0,0,0,0,0,1,G,0,0,1,0,109.9,0,3.5,0,0,0.86
2088,4278.01,4278,10,100,1,343,54,17,110,1,0,0,1,1,0,1,0,1,1,0,2,3.5,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,169.18,0,3.5,0,0,0.73
1918,4191,4191,1.1,11,1,5715,192,269,100,1,0,0,0,0,0,0,1,1,0,0,2,3.5,9.1,9.1,0,0,0.099173554,0,0,1,G,0,0,1,0,1.1,0,3.5,0,0,1
243,553,553,1.1,11,1,7314,6,41,80,0,1,0,1,0,0,1,0,1,1,0,2,3.5,9.5,0,9.5,0,0,0,1,0,G,0,0,0,0,1.1,0,0,3.5,0,1.36
1398,3542.07,3542,10,100,1,47,9,3,100,1,0,0,1,0,0,1,0,1,0,0,1,4.5,6.7,6.7,0,0,0,0,0,1,G,0,0,1,0,246.7,0,4.5,0,0,0.3
2067,4273,4273,1,10,1,327,60,24,60,0,1,0,0,1,0,1,1,1,0,0,2,3.7,11.4,0,11.4,0,0,0,1,0,G,0,0,0,0,1,0,0,3.7,0,2
1435,3548.06,3548,10,100,1,31,2,1,100,1,0,0,1,1,0,1,0,1,0,0,1,5.2,6.9,6.9,0,0,0,0,0,1,G,0,0,1,0,144.52,0,5.2,0,0,0.07
4594,5653,5653,2.3,23,1,38,2,4,100,1,0,0,1,0,0,1,0,1,1,0,1,8,8,8,0,0,0,0,0,1,G,0,0,1,0,2.3,0,8,0,0,0
298,699,699,0.5,5,1,15402,54,254,100,1,0,0,1,0,0,1,1,1,0,0,2,3.5,9,9,0,0,0,0,0,1,G,0,0,1,0,0.5,0,3.5,0,0,0.8
3987,5452.04,5452,10,100,1,164,5,7,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.8,8.8,0,0,0,0,0,1,G,0,0,1,0,173.818,0,3.5,0,0,0.26
4028,5455.23,5455,10,100,1,165,16,14,100,1,0,0,1,1,0,1,0,1,1,0,2,3.5,8.2,8.2,0,0,0,0,0,1,G,0,0,1,0,328.9,0,3.5,0,0,0.45
1983,4245,4245,1.7,17,1,556,125,37,100,1,0,0,0,0,0,0,0,1,0,0,2,3.5,8.2,8.2,0,0,0,0,0,1,G,0,0,1,0,1.7,0,3.5,0,0,0.5
355,829,829,0.7,7,1,3813,21,86,60,0,1,0,0,1,0,1,0,1,0,0,2,4.1,11.8,0,11.8,0,0,0,1,0,G,0,0,0,0,0.7,0,0,4.1,0,1.81
2383,4414,4414,1.8,18,1,6677,464,435,70,0,1,0,1,1,0,1,1,0,1,1,2,3.5,10,10,0,0,0,0,0,1,G,0,1,0,0,1.8,1,3.5,0,0,1.5
4753,5836,5836,0.6,6,1,28993,9,108,60,0,1,0,1,0,0,1,0,1,0,0,4,3.5,16.2,0,0,1,0,0,0,0,G,0,0,0,0,0.6,0,0,0,0,1.09
2792,4736.13,4736,10,100,1,202,35,16,100,1,0,0,1,0,0,1,0,1,0,0,2,3.4,8.8,8.8,0,0,0,0,0,1,G,0,0,1,0,193.4,0,3.4,0,0,0.33
1234,3171.01,3171,10,100,1,76,3,3,100,1,0,0,1,0,0,1,0,1,1,0,2,3,7.5,7.5,0,0,0,0,0,1,G,0,0,1,0,15.3,0,3,0,0,0.23
1526,3779.01,3779,10,100,1,64,8,4,100,1,0,0,1,0,0,1,0,1,1,0,2,3,8.1,8.1,0,0,0,0,0,1,G,0,0,1,0,18.2,0,3,0,0,0.65
93,345,345,0.7,7,1,21006,12,77,100,1,0,0,0,0,0,0,0,1,0,0,4,3.5,21,0,0,0,0,0,0,0,G,0,0,0,0,0.7,0,0,0,1,2
2847,4757.01,4757,10,100,1,521,57,35,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,70,0,3.5,0,0,0.36
520,1001.08,1001,10,100,1,98,9,7,100,1,0,0,1,0,0,1,0,1,1,0,2,3.2,8.3,8.3,0,0,0,0,0,1,G,0,0,1,0,201.23,0,3.2,0,0,0.17
4061,5468.03,5468,10,100,1,31,3,2,100,1,0,0,1,1,0,1,0,1,0,0,1,7,9,9,0,0,0,0,0,1,G,0,0,1,0,109.7,0,7,0,0,0
4295,5588.12,5588,10,100,1,139,17,8,100,1,0,0,0,0,0,0,0,1,1,0,2,3.1,8,8,0,0,0,0,0,1,G,0,0,1,0,206.7,0,3.1,0,0,0.16
4640,5699,5699,3.9,39,1,32,2,2,100,1,0,0,0,0,0,0,0,1,0,0,2,3.6,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,3.9,0,3.6,0,0,0.41
3602,5284,5284,0.6,6,1,3348,60,119,60,0,1,0,1,0,0,1,1,1,1,0,2,3.5,10,0,10,0,0,0,1,0,G,0,0,0,0,0.6,1,0,3.5,0,1
4123,5511,5511,1.6,16,1,202,17,9,100,1,0,0,1,1,0,1,1,1,0,0,2,3.5,8,8,0,0,0,0,0,1,G,0,0,1,0,1.6,0,3.5,0,0,0
4651,5706,5706,2.5,25,1,387,17,6,80,0,1,0,1,0,0,1,0,1,0,0,2,3.5,8,0,8,0,0,0,1,0,G,0,0,0,0,2.5,0,0,3.5,0,0.5
1052,2371,2371,1.155,11.55,1,29511,178,423,60,0,1,0,1,0,0,1,1,1,0,0,4,3.5,16.4,0,0,1,0,0,0,0,G,0,0,0,0,1.155,0,0,0,0,1.24
305,706,706,0.6,6,1,19504,46,170,80,0,1,0,1,0,0,1,1,1,0,0,2,3.5,10,10,0,0,0,0,0,1,G,0,1,0,0,0.6,0,3.5,0,0,1.42
2817,4744.01,4744,10,100,1,389,56,25,100,1,0,0,1,0,0,1,0,1,0,0,2,3.4,8.5,8.5,0,0,0,0,0,1,G,0,0,1,0,74.5,0,3.4,0,0,0.49
70,248,248,1.5,15,1,29798,98,777,60,0,1,0,1,0,0,1,0,1,0,0,4,3.5,21.2,0,0,1,0,0,0,0,G,0,0,0,0,1.5,0,0,0,0,2.98
2268,4341,4341,0.8,8,1,15792,256,324,80,0,1,0,1,0,0,1,0,1,0,0,2,3.5,10.7,0,10.7,0,0,0,1,0,G,0,0,0,0,0.8,0,0,3.5,0,2
4092,5478,5478,1.9,19,1,162,3,8,100,1,0,0,1,0,0,1,1,1,0,0,2,3.7,10,10,0,0,0,0,0,1,G,0,0,1,0,1.9,0,3.7,0,0,0
1091,2684,2684,0.7,7,1,10236,27,133,90,0,1,0,1,0,0,1,0,1,0,0,2,3.4,9.5,9.5,0,0,0,0,0,1,G,0,1,0,0,0.7,0,3.4,0,0,0.64
994,2206.1,2206,10,100,1,34,1,2,100,1,0,0,1,0,0,1,0,1,0,0,2,3.3,9.4,9.4,0,0,0,0,0,1,G,0,0,1,0,102.71,0,3.3,0,0,0.37
3679,5331.03,5331,10,100,1,857,139,40,100,1,0,0,0,0,0,0,0,1,1,0,2,3.5,8.9,8.9,0,0,0,0,0,1,G,0,0,1,0,68.9,0,3.5,0,0,0.85
3233,5005.04,5005,10,100,1,537,14,33,110,1,0,0,1,0,0,1,0,1,1,0,2,3.1,8.5,8.5,0,0,0,0,0,1,G,0,0,1,0,63.4,0,3.1,0,0,1.04
3643,5316,5316,1.9,19,1,6320,82,115,60,0,1,0,1,1,0,1,0,1,0,0,2,3.5,8.7,0,8.7,1,0,0,1,0,G,0,0,0,0,1.9,0,0,3.5,0,0.88
2720,4696,4696,2.2,22,1,20231,33,122,60,0,1,0,0,0,0,0,0,1,1,0,4,3.3,14.6,0,14.6,1,0,0,1,0,G,0,0,0,0,2.2,0,0,3.3,0,0.58
4281,5585.06,5585,4.639,46.39,1,264,14,17,100,1,0,0,1,0,0,1,0,1,0,0,2,3.4,8.1,8.1,0,0,0,0,0,1,G,0,0,1,0,54.639,0,3.4,0,0,0.68
1854,4138,4138,0.6,6,1,32971,246,558,80,0,1,0,0,0,0,0,0,1,0,0,4,3.5,18.2,0,0,1,0,0,0,0,G,0,0,0,0,0.6,0,0,0,0,2
2708,4684,4684,1.5,15,1,14376,15,134,90,0,1,0,1,0,0,1,1,1,1,0,4,3.3,17.6,0,0,1,0,0,0,0,G,0,0,0,0,1.5,1,0,0,1,1.33
3711,5334.28,5334,10,100,1,72,9,6,100,1,0,0,1,1,0,1,0,1,0,0,1,3.9,6.6,6.6,0,0,0,0,0,1,G,0,0,1,0,378.4,0,3.9,0,0,0.33
4601,5659.02,5659,6,60,1,38,2,4,100,1,0,0,1,1,0,1,0,1,0,0,1,7.9,7.9,7.9,0,0,0,0,0,1,G,0,0,1,0,16,0,7.9,0,0,0
3438,5137.01,5137,10,100,1,1123,33,65,100,1,0,0,1,0,0,1,0,1,1,0,2,3.1,8.5,8.5,0,0,0.0004,0,0,1,G,0,0,1,0,15,0,3.1,0,0,0.83
2098,4278.11,4278,10,100,1,343,54,17,110,1,0,0,1,1,0,1,0,1,1,0,2,3.5,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,169.18,0,3.5,0,0,0.73
1551,3873,3873,1.1,11,1,2636,3,15,100,1,0,0,1,0,0,1,0,1,0,0,2,3.5,11,11,0,0,0,0,0,1,G,0,0,1,0,1.1,0,3.5,0,0,2
947,2174,2174,0.8,8,1,12923,64,216,60,0,1,0,0,0,0,0,0,1,0,0,2,3.5,10,0,10,0,0,0,1,0,G,0,0,0,0,0.8,0,0,3.5,0,1.75
907,2046,2046,1.6,16,1,3050,94,98,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,9,9,0,0,0,0,0,1,G,0,0,1,0,1.6,0,3.5,0,0,1
2452,4460.02,4460,10,100,1,18912,864,974,100,1,0,0,0,0,0,0,0,1,1,1,4,3.5,21.2,0,0,1,0,0,0,0,G,0,0,0,0,27.8,0,0,0,1,1.81
2985,4841.09,4841,10,100,1,610,95,65,100,1,0,0,1,0,0,1,0,1,1,1,2,3.5,9.1,9.1,0,0,0.133398849,0,0,1,G,0,0,1,0,91.9,0,3.5,0,0,0.96
4365,5604,5604,2.4,24,1,16,2,1,80,0,1,0,1,0,0,1,0,1,0,0,2,3,8,8,0,0,0,0,0,1,G,0,1,0,0,2.4,0,3,0,0,0
351,810,810,0.7,7,1,13855,9,75,60,0,1,0,1,1,0,1,0,1,0,0,2,3.6,7.5,0,7.5,1,0,0,1,0,G,0,0,0,0,0.7,0,0,3.6,0,0.29
2522,4518,4518,0.9,9,1,3689,307,232,60,0,1,0,1,0,0,1,0,1,0,0,1,3.5,5.8,0,5.8,1,0,0,1,0,G,0,0,0,0,0.9,0,0,3.5,0,1.42
4699,5719.17,5719,10,100,1,81,8,6,110,1,0,0,1,1,0,1,0,1,1,0,1,3.7,7.5,7.5,0,0,0,0,0,1,G,0,0,1,0,355.305,0,3.7,0,0,0.21
1054,2373,2373,0.745,7.45,1,21168,255,1541,60,0,1,0,1,1,0,1,0,1,0,0,4,3.6,18.8,0,0,1,0,0,0,0,G,0,0,0,0,0.745,0,0,0,0,2
1271,3349,3349,1.7,17,1,81,7,4,100,1,0,0,0,0,0,0,0,1,0,0,2,3,8,8,0,0,0,0,0,1,G,0,0,1,0,1.7,0,3,0,0,0
73,307,307,1,10,1,8452,74,145,60,0,1,0,1,1,0,1,0,1,0,0,2,3.5,9.9,0,9.9,0,0,0,1,0,G,0,0,0,0,1,0,0,3.5,0,1.52
3025,4853.14,4853,10,100,1,562,115,47,100,1,0,0,1,1,0,1,0,1,0,0,2,3.4,9,9,0,0,0.00237412,0,0,1,G,0,0,1,0,185.3,0,3.4,0,0,0.93
2117,4285.07,4285,10,100,1,2636,184,129,110,1,0,0,1,0,0,1,0,1,1,0,2,3.5,9.7,9.7,0,0,0.013974779,0,0,1,G,0,0,1,0,115.6,0,3.5,0,0,1.21
4697,5719.15,5719,10,100,1,81,8,6,110,1,0,0,1,1,0,1,0,1,1,0,1,3.7,7.5,7.5,0,0,0,0,0,1,G,0,0,1,0,355.305,0,3.7,0,0,0.21
635,1268,1268,1.2,12,1,429,6,16,60,0,1,0,0,0,0,0,0,1,1,0,2,3.1,10.7,0,10.7,0,0,0,1,0,G,0,0,0,0,1.2,0,0,3.1,0,1.38
1635,3988,3988,1.4,14,1,7357,426,417,50,0,1,0,1,1,0,1,0,1,0,0,2,3.6,9.4,0,9.4,0,0,0,1,0,G,0,0,0,0,1.4,0,0,3.6,0,0.47
1450,3550.06,3550,10,100,1,32,3,2,100,1,0,0,1,0,0,1,0,1,0,0,2,3.2,8.3,8.3,0,0,0,0,0,1,G,0,0,1,0,112.27,0,3.2,0,0,0.33
1518,3760.16,3760,10,100,1,33,2,1,100,1,0,0,1,0,0,1,0,1,0,0,2,3.3,8.9,8.9,0,0,0,0,0,1,G,0,0,1,0,184.88,0,3.3,0,0,0.12
1474,3646,3646,1,10,1,1358,6,22,100,1,0,0,1,0,0,1,0,1,1,0,2,3.2,8.5,8.5,0,0,0,0,0,1,G,0,0,1,0,1,0,3.2,0,0,1
1105,2850,2850,1.1,11,1,785,2,20,100,1,0,0,1,0,0,1,0,1,1,0,2,3,8.9,8.9,0,0,0,0,0,1,G,0,0,1,0,1.1,0,3,0,0,0.41
2852,4757.06,4757,10,100,1,521,57,35,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,70,0,3.5,0,0,0.36
1769,4076,4076,0.6,6,1,10292,342,267,80,0,1,0,0,0,0,0,0,1,1,0,2,3.9,10.8,0,0,0,0,0,0,0,G,0,0,0,0,0.6,0,0,0,0,1.29
3378,5081,5081,1.4,14,1,3403,128,210,100,1,0,0,1,0,0,1,1,0,1,0,2,3.3,9.5,9.5,0,0,0.045918367,0,0,1,G,0,0,1,0,1.4,1,3.3,0,0,0.7
1883,4162,4162,2.6,26,1,3686,190,259,100,1,0,0,1,0,0,1,0,1,0,0,2,3.5,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,2.6,0,3.5,0,0,0.85
2231,4322.11,4322,10,100,1,993,155,60,100,1,0,0,1,0,0,1,0,1,1,1,2,3.5,8.6,8.6,0,0,0.126661019,0,0,1,G,0,0,1,0,113.9,0,3.5,0,0,0.87
3072,4883,4883,0.6,6,1,4932,336,201,100,1,0,0,0,0,0,0,0,1,0,0,2,3.5,11,11,0,0,0,0,0,1,G,0,0,1,0,0.6,0,3.5,0,0,2
3972,5442.08,5442,3.1,31,1,44,4,3,100,1,0,0,1,0,0,1,0,1,1,0,1,3.6,6.3,6.3,0,0,0,0,0,1,G,0,0,1,0,73.1,0,3.6,0,0,0.15
4398,5612.14,5612,10,100,1,45,3,6,100,1,0,0,1,1,0,1,0,1,0,0,1,3.5,6,6,0,0,0,0,0,1,G,0,0,1,0,187.89,0,3.5,0,0,0.52
444,973.05,973,9.6,96,1,620,54,40,100,1,0,0,1,0,0,1,0,1,0,0,2,3.2,8.9,8.9,0,0,0,0,0,1,G,0,0,1,0,49.6,0,3.2,0,0,1.07
3820,5361,5361,1.5,15,1,320,4,12,100,1,0,0,1,1,0,1,1,1,0,0,2,3,8.1,8.1,0,0,0,0,0,1,G,0,0,1,0,1.5,0,3,0,0,1
3420,5125.03,5125,0.9,9,1,1100,68,84,100,1,0,0,1,0,0,1,0,1,1,0,2,3.4,9.2,9.2,0,0,0.002884549,0,0,1,G,0,0,1,0,20.9,0,3.4,0,0,0.63
2207,4312.12,4312,10,100,1,420,94,26,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,133.5,0,3.5,0,0,0.81
1707,4037.01,4037,10,100,1,2525,145,134,100,1,0,0,0,0,0,0,0,1,1,0,2,3.4,10.4,10.4,0,0,0.251442295,0,0,1,G,0,0,1,0,67.8,0,3.4,0,0,1.64
1771,4078,4078,1.8,18,1,7406,267,270,100,1,0,0,0,0,0,0,0,1,0,0,2,3.7,12.1,12.1,0,0,0,0,0,1,G,0,0,1,0,1.8,0,3.7,0,0,2.38
3977,5444.04,5444,10,100,1,1369,22,29,100,1,0,0,1,0,0,1,0,1,0,0,2,3.4,8.6,8.6,0,0,0.021104706,0,0,1,G,0,0,1,0,42.7,0,3.4,0,0,0.45
2323,4376,4376,1.4,14,1,391,22,20,100,1,0,0,1,0,0,1,0,1,1,0,2,3.3,7.6,7.6,0,0,0,0,0,1,G,0,0,1,0,1.4,0,3.3,0,0,0.25
2362,4395,4395,0.9,9,1,25667,774,735,100,1,0,0,0,0,0,0,1,1,0,0,2,3.5,10.7,10.7,0,0,0,0,0,1,G,0,0,1,0,0.9,0,3.5,0,0,1.67
265,627,627,0.7,7,1,7181,96,151,60,0,1,0,1,0,0,1,1,1,1,0,2,3.5,9.2,0,9.2,0,0,0,1,0,G,0,0,0,0,0.7,1,0,3.5,0,0.86
2966,4835,4835,0.9,9,1,605,76,34,60,0,1,0,0,0,0,0,0,1,0,0,2,3.5,10,0,10,0,0,0,1,0,G,0,0,0,0,0.9,0,0,3.5,0,1.22
3485,5180,5180,1.7,17,1,698,16,44,100,1,0,0,1,0,0,1,0,0,1,1,2,2.7,7.5,7.5,0,0,0,0,0,1,G,0,0,1,0,1.7,0,2.7,0,0,0.62
1266,3344,3344,4.5,45,1,81,7,4,100,1,0,0,1,0,0,1,0,1,0,0,2,2.1,6,6,0,0,0,0,0,1,G,0,0,1,0,4.5,0,2.1,0,0,0.01
1404,3542.13,3542,10,100,1,47,9,3,100,1,0,0,1,0,0,1,0,1,0,0,1,4.5,6.7,6.7,0,0,0,0,0,1,G,0,0,1,0,246.7,0,4.5,0,0,0.3
2591,4557,4557,3.761,37.61,1,19303,31,147,70,0,1,0,1,0,0,1,0,1,1,0,4,3.7,16.8,0,0,1,0,0,0,0,G,0,0,0,0,3.761,0,0,0,0,1.13
1467,3600,3600,1.9,19,1,390,15,19,100,1,0,0,1,0,0,1,1,1,1,1,2,3.8,10.9,10.9,0,0,0.800554017,0,0,1,G,0,0,1,0,1.9,1,3.8,0,0,1.89
332,744.02,744,3.79,37.9,1,590,5,10,100,1,0,0,1,1,0,1,1,1,1,1,2,3.4,9.1,9.1,0,0,0,0,0,1,G,0,0,1,0,13.79,1,3.4,0,0,0.03
4117,5493,5493,1,10,1,162,3,8,100,1,0,0,1,1,0,1,1,1,0,0,1,4,9,9,0,0,0,0,0,1,G,0,0,1,0,1,0,4,0,0,0
3873,5399.02,5399,10,100,1,66,3,6,100,1,0,0,1,0,0,1,0,1,1,0,2,2.9,7.9,7.9,0,0,0,0,0,1,G,0,0,1,0,46,0,2.9,0,0,0.02
2709,4685,4685,0.6,6,1,17390,18,112,80,0,1,0,1,0,0,1,1,0,1,0,4,3.2,17,0,0,1,0,0,0,0,G,0,0,0,0,0.6,1,0,0,0,1.67
333,745,745,0.7,7,1,3862,21,90,60,0,1,0,1,0,0,1,1,1,1,0,2,3.9,10,0,10,0,0,0,1,0,G,0,0,0,0,0.7,1,0,3.9,0,1.07
700,1330,1330,2.1,21,1,69,6,7,100,1,0,0,1,1,0,1,0,1,1,0,2,3.3,7.9,7.9,0,0,0,0,0,1,G,0,0,1,0,2.1,0,3.3,0,0,0.12
3709,5334.26,5334,10,100,1,72,9,6,100,1,0,0,1,1,0,1,0,1,0,0,1,3.9,6.6,6.6,0,0,0,0,0,1,G,0,0,1,0,378.4,0,3.9,0,0,0.33
39,120,120,0.625,6.25,1,17595,58,212,60,0,1,0,1,0,0,1,1,1,0,0,2,3.5,10.5,0,10.5,0,0,0,1,0,G,0,0,0,0,0.625,0,0,3.5,0,1.36
4095,5481,5481,5.5,55,1,162,3,8,100,1,0,0,1,0,0,1,0,1,0,0,2,3.1,8.5,8.5,0,0,0,0,0,1,G,0,0,1,0,5.5,0,3.1,0,0,0
369,894,894,1.3,13,1,6172,56,162,100,1,0,0,0,0,0,0,0,1,0,0,2,3.5,9.8,9.8,0,0,0,0,0,1,G,0,0,1,0,1.3,0,3.5,0,0,0.92
3929,5411,5411,0.76,7.6,1,1381,24,22,60,0,1,0,1,0,0,1,0,1,0,0,2,3.7,10.6,0,10.6,1,0,0,1,0,G,0,0,0,0,0.76,0,0,3.7,0,1.3
4621,5691.02,5691,10,40,1,73,2,5,100,1,0,0,0,0,0,0,0,1,0,0,2,3.4,8.5,8.5,0,0,0,0,0,1,G,0,0,1,0,28.5,0,3.4,0,0,0.36
3986,5452.03,5452,10,100,1,164,5,7,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.8,8.8,0,0,0,0,0,1,G,0,0,1,0,173.818,0,3.5,0,0,0.26
2197,4312.02,4312,10,100,1,420,94,26,100,1,0,0,1,0,0,1,0,1,1,0,2,3.5,8.6,8.6,0,0,0,0,0,1,G,0,0,1,0,133.5,0,3.5,0,0,0.81
2250,4336.02,4336,10,100,1,364,59,22,110,1,0,0,1,1,0,1,0,1,0,0,2,3.5,9.1,9.1,0,0,0,0,0,1,G,0,0,1,0,138.8,0,3.5,0,0,1
657,1285.03,1285,10,100,1,57,4,3,100,1,0,0,1,0,0,1,0,1,0,0,1,5,7.8,7.8,0,0,0,0,0,1,G,0,0,1,0,51.5,0,5,0,0,0.67
1959,4229,4229,1.5,15,1,49681,62,401,80,0,1,0,1,0,0,1,0,1,0,0,4,3.5,20.6,0,0,1,0,0,0,0,G,0,0,0,0,1.5,0,0,0,0,2.73
1065,2390,2390,2.11,18.99,1,14095,52,198,100,1,0,0,0,0,0,0,0,0,1,0,2,3.5,12,0,0,0,0,1,0,0,G,0,0,0,0,2.11,0,0,0,0,2.5
4675,5717.03,5717,10,100,1,139,15,8,100,1,0,0,1,0,0,1,0,1,0,0,2,3.2,8.7,8.7,0,0,0,0,0,1,G,0,0,1,0,82.3,0,3.2,0,0,0.69
