zonal_ID,weather_station,county,DP01,DP10,DSND,DSNW,DX32,PRCP,SNOW,TAVG,TMAX,TMIN,max_prcp,max_snow,year,month,dummy_winter,dummy_winter_2,crashes,inj.fat,PDO,orig_ID,segment_length,curve,speed,jurisdiction,left_shoulder_width,right_shoulder_width,paved_shoulder,num_lanes,rumble_install_year,FAADT,town,element_ID,maint_region,ANNUAL_ADT,monthly_AADT,ln_AADT,ln_seg
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,0.547,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113586,Southern,11170,9941,9.204423,-0.6033065
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946450,0.726,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113588,Southern,11170,9076,9.113389,-0.3202053
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946450,0.726,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113588,Southern,11170,9020,9.1072,-0.3202053
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946450,0.726,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113588,Southern,11170,9634,9.173054,-0.3202053
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946450,0.726,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113588,Southern,11170,10366,9.246286,-0.3202053
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946450,0.726,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113588,Southern,11170,10947,9.300821,-0.3202053
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,0.726,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113588,Southern,11170,9941,9.204423,-0.3202053
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946450,0.182,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113589,Southern,11170,9076,9.113389,-1.703749
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946450,0.182,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113589,Southern,11170,9020,9.1072,-1.703749
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946450,0.182,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113589,Southern,11170,9634,9.173054,-1.703749
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946450,0.182,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113589,Southern,11170,10366,9.246286,-1.703749
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946450,0.182,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113589,Southern,11170,10947,9.300821,-1.703749
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,0.182,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113589,Southern,11170,9941,9.204423,-1.703749
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946450,0.217,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113591,Southern,11170,9076,9.113389,-1.527858
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946450,0.217,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113591,Southern,11170,9020,9.1072,-1.527858
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946450,0.217,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113591,Southern,11170,9634,9.173054,-1.527858
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946450,0.217,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113591,Southern,11170,10366,9.246286,-1.527858
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946450,0.217,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113591,Southern,11170,10947,9.300821,-1.527858
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,0.217,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113591,Southern,11170,9941,9.204423,-1.527858
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946450,0.02,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113592,Southern,11170,9076,9.113389,-3.912023
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946450,0.02,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113592,Southern,11170,9020,9.1072,-3.912023
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946450,0.02,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113592,Southern,11170,9634,9.173054,-3.912023
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946450,0.02,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113592,Southern,11170,10366,9.246286,-3.912023
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946450,0.02,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113592,Southern,11170,10947,9.300821,-3.912023
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,0.02,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113592,Southern,11170,9941,9.204423,-3.912023
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946450,0.333,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113593,Southern,11170,9076,9.113389,-1.099613
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946450,0.333,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113593,Southern,11170,9020,9.1072,-1.099613
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946450,0.333,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113593,Southern,11170,9634,9.173054,-1.099613
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946450,0.333,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113593,Southern,11170,10366,9.246286,-1.099613
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946450,0.333,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113593,Southern,11170,10947,9.300821,-1.099613
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,0.333,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113593,Southern,11170,9941,9.204423,-1.099613
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946450,1.105,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113595,Southern,11170,9076,9.113389,0.09984533
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946450,1.105,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113595,Southern,11170,9020,9.1072,0.09984533
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,1,0,1,3946450,1.105,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113595,Southern,11170,9634,9.173054,0.09984533
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946450,1.105,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113595,Southern,11170,10366,9.246286,0.09984533
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946450,1.105,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113595,Southern,11170,10947,9.300821,0.09984533
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,1.105,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113595,Southern,11170,9941,9.204423,0.09984533
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946450,0.249,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113597,Southern,11170,9076,9.113389,-1.390302
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946450,0.249,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113597,Southern,11170,9020,9.1072,-1.390302
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946450,0.249,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113597,Southern,11170,9634,9.173054,-1.390302
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946450,0.249,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113597,Southern,11170,10366,9.246286,-1.390302
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946450,0.249,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113597,Southern,11170,10947,9.300821,-1.390302
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,0.249,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113597,Southern,11170,9941,9.204423,-1.390302
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946450,0.214,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113598,Southern,11170,9076,9.113389,-1.541779
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946450,0.214,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113598,Southern,11170,9020,9.1072,-1.541779
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946450,0.214,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113598,Southern,11170,9634,9.173054,-1.541779
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946450,0.214,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113598,Southern,11170,10366,9.246286,-1.541779
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946450,0.214,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113598,Southern,11170,10947,9.300821,-1.541779
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946450,0.214,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113598,Southern,11170,9941,9.204423,-1.541779
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946451,0.286,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113599,Southern,11170,9076,9.113389,-1.251763
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946451,0.286,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113599,Southern,11170,9020,9.1072,-1.251763
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946451,0.286,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113599,Southern,11170,9634,9.173054,-1.251763
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946451,0.286,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113599,Southern,11170,10366,9.246286,-1.251763
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946451,0.286,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113599,Southern,11170,10947,9.300821,-1.251763
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946451,0.286,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113599,Southern,11170,9941,9.204423,-1.251763
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946451,0.171,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113600,Southern,11170,9076,9.113389,-1.766092
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946451,0.171,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113600,Southern,11170,9020,9.1072,-1.766092
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946451,0.171,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113600,Southern,11170,9634,9.173054,-1.766092
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946451,0.171,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113600,Southern,11170,10366,9.246286,-1.766092
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946451,0.171,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113600,Southern,11170,10947,9.300821,-1.766092
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946451,0.171,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113600,Southern,11170,9941,9.204423,-1.766092
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946451,0.583,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113601,Southern,11170,9076,9.113389,-0.5395681
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946451,0.583,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113601,Southern,11170,9020,9.1072,-0.5395681
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946451,0.583,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113601,Southern,11170,9634,9.173054,-0.5395681
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946451,0.583,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113601,Southern,11170,10366,9.246286,-0.5395681
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946451,0.583,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113601,Southern,11170,10947,9.300821,-0.5395681
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946451,0.583,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113601,Southern,11170,9941,9.204423,-0.5395681
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946451,0.356,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113605,Southern,11170,9076,9.113389,-1.032825
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946451,0.356,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113605,Southern,11170,9020,9.1072,-1.032825
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946451,0.356,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113605,Southern,11170,9634,9.173054,-1.032825
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946451,0.356,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113605,Southern,11170,10366,9.246286,-1.032825
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946451,0.356,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113605,Southern,11170,10947,9.300821,-1.032825
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946451,0.356,1,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113605,Southern,11170,9941,9.204423,-1.032825
3,Androscoggin,Cumberland,11,10,31,8,22,5.59,24,17.9,26.6,9.1,1.55,5.8,2019,1,0,0,0,0,0,3946451,0.104,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113606,Southern,11170,9076,9.113389,-2.263364
3,Androscoggin,Cumberland,11,5,28,5,19,2.61,16.9,20.2,28.6,11.9,1.08,8.3,2019,2,0,0,0,0,0,3946451,0.104,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113606,Southern,11170,9020,9.1072,-2.263364
3,Androscoggin,Cumberland,9,3,31,2,11,1.93,10.3,27.6,36.4,18.7,0.87,4.2,2019,3,0,0,0,0,0,3946451,0.104,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113606,Southern,11170,9634,9.173054,-2.263364
3,Androscoggin,Cumberland,18,12,6,2,3,4.82,6.1,41.4,50.3,32.6,2.03,3.2,2019,4,0,0,0,0,0,3946451,0.104,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113606,Southern,11170,10366,9.246286,-2.263364
3,Androscoggin,Cumberland,12,6,5,1,7,3.77,2.1,32,39.6,24.4,1.15,1.8,2019,11,1,0,0,0,0,3946451,0.104,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113606,Southern,11170,10947,9.300821,-2.263364
3,Androscoggin,Cumberland,11,7,16,5,19,4.43,20,25.6,32.8,18.3,1.89,7.4,2019,12,0,1,0,0,0,3946451,0.104,0,65,Toll hwy,10,4,14,2,1900,11170,New Gloucester,113606,Southern,11170,9941,9.204423,-2.263364
3,Sagadahoc,Cumberland,14,12,30,6,18,6.13,21.2,20.4,30.1,10.7,1.3,5,2019,1,0,0,0,0,0,3967510,0.186,1,65,State hwy,10,4,14,2,1900,16800,Brunswick,115190,Southern,16800,14146,9.557187,-1.682009
3,Sagadahoc,Cumberland,12,9,28,3,13,3.47,12.8,21.4,32.5,10.3,1.22,9,2019,2,0,0,0,0,0,3967510,0.186,1,65,State hwy,10,4,14,2,1900,16800,Brunswick,115190,Southern,16800,13272,9.493412,-1.682009
3,Sagadahoc,Cumberland,9,7,21,5,6,2.71,13.5,27.6,39.1,16,0.82,5,2019,3,0,0,0,0,0,3967510,0.186,1,65,State hwy,10,4,14,2,1900,16800,Brunswick,115190,Southern,16800,14448,9.578311,-1.682009
3,Sagadahoc,Cumberland,20,15,5,1,1,6.06,4.2,41.3,51.3,31.2,1.34,3,2019,4,0,0,0,0,0,3967510,0.186,1,65,State hwy,10,4,14,2,1900,16800,Brunswick,115190,Southern,16800,16363,9.702778,-1.682009
3,Sagadahoc,Cumberland,13,8,3,0,3,4.12,0.8,33.7,42.6,24.7,0.85,0.5,2019,11,1,0,0,0,0,3967510,0.186,1,65,State hwy,10,4,14,2,1900,16800,Brunswick,115190,Southern,16800,17052,9.744023,-1.682009
3,Sagadahoc,Cumberland,14,9,17,6,15,6.62,24.7,26.1,35.8,16.5,1.6,10,2019,12,0,1,0,0,0,3967510,0.186,1,65,State hwy,10,4,14,2,1900,16800,Brunswick,115190,Southern,16800,15918,9.675206,-1.682009
3,Sagadahoc,Cumberland,14,12,30,6,18,6.13,21.2,20.4,30.1,10.7,1.3,5,2019,1,0,0,0,0,0,3967510,0.054,0,65,State hwy,10,4,14,2,1900,16800,Brunswick,115191,Southern,16800,14146,9.557187,-2.918771
3,Sagadahoc,Cumberland,12,9,28,3,13,3.47,12.8,21.4,32.5,10.3,1.22,9,2019,2,0,0,0,0,0,3967510,0.054,0,65,State hwy,10,4,14,2,1900,16800,Brunswick,115191,Southern,16800,13272,9.493412,-2.918771
3,Sagadahoc,Cumberland,9,7,21,5,6,2.71,13.5,27.6,39.1,16,0.82,5,2019,3,0,0,0,0,0,3967510,0.054,0,65,State hwy,10,4,14,2,1900,16800,Brunswick,115191,Southern,16800,14448,9.578311,-2.918771
3,Sagadahoc,Cumberland,20,15,5,1,1,6.06,4.2,41.3,51.3,31.2,1.34,3,2019,4,0,0,0,0,0,3967510,0.054,0,65,State hwy,10,4,14,2,1900,16800,Brunswick,115191,Southern,16800,16363,9.702778,-2.918771
3,Sagadahoc,Cumberland,13,8,3,0,3,4.12,0.8,33.7,42.6,24.7,0.85,0.5,2019,11,1,0,0,0,0,3967510,0.054,0,65,State hwy,10,4,14,2,1900,16800,Brunswick,115191,Southern,16800,17052,9.744023,-2.918771
3,Sagadahoc,Cumberland,14,9,17,6,15,6.62,24.7,26.1,35.8,16.5,1.6,10,2019,12,0,1,0,0,0,3967510,0.054,0,65,State hwy,10,4,14,2,1900,16800,Brunswick,115191,Southern,16800,15918,9.675206,-2.918771
3,Sagadahoc,Cumberland,14,12,30,6,18,6.13,21.2,20.4,30.1,10.7,1.3,5,2019,1,0,0,0,0,0,3967512,0.97,0,65,State hwy,10,4,14,2,1900,16080,Brunswick,115192,Southern,16080,13668,9.522813,-0.03045921
3,Sagadahoc,Cumberland,12,9,28,3,13,3.47,12.8,21.4,32.5,10.3,1.22,9,2019,2,0,0,0,0,0,3967512,0.97,0,65,State hwy,10,4,14,2,1900,16080,Brunswick,115192,Southern,16080,12824,9.459074,-0.03045921
3,Sagadahoc,Cumberland,9,7,21,5,6,2.71,13.5,27.6,39.1,16,0.82,5,2019,3,0,0,0,0,0,3967512,0.97,0,65,State hwy,10,4,14,2,1900,16080,Brunswick,115192,Southern,16080,13909,9.540291,-0.03045921
3,Sagadahoc,Cumberland,20,15,5,1,1,6.06,4.2,41.3,51.3,31.2,1.34,3,2019,4,0,0,0,0,0,3967512,0.97,0,65,State hwy,10,4,14,2,1900,16080,Brunswick,115192,Southern,16080,15469,9.646593,-0.03045921
3,Sagadahoc,Cumberland,13,8,3,0,3,4.12,0.8,33.7,42.6,24.7,0.85,0.5,2019,11,1,0,0,0,0,3967512,0.97,0,65,State hwy,10,4,14,2,1900,16080,Brunswick,115192,Southern,16080,16402,9.705159,-0.03045921
3,Sagadahoc,Cumberland,14,9,17,6,15,6.62,24.7,26.1,35.8,16.5,1.6,10,2019,12,0,1,0,0,0,3967512,0.97,0,65,State hwy,10,4,14,2,1900,16080,Brunswick,115192,Southern,16080,15517,9.649691,-0.03045921
3,Sagadahoc,Cumberland,14,12,30,6,18,6.13,21.2,20.4,30.1,10.7,1.3,5,2019,1,0,0,0,0,0,3967537,0.88,0,65,State hwy,4,10,14,2,1900,24840,Brunswick,115198,Southern,24840,21114,9.957692,-0.1278334
3,Sagadahoc,Cumberland,12,9,28,3,13,3.47,12.8,21.4,32.5,10.3,1.22,9,2019,2,0,0,0,0,0,3967537,0.88,0,65,State hwy,4,10,14,2,1900,24840,Brunswick,115198,Southern,24840,19810,9.893942,-0.1278334
3,Sagadahoc,Cumberland,9,7,21,5,6,2.71,13.5,27.6,39.1,16,0.82,5,2019,3,0,0,0,0,0,3967537,0.88,0,65,State hwy,4,10,14,2,1900,24840,Brunswick,115198,Southern,24840,21487,9.975203,-0.1278334
3,Sagadahoc,Cumberland,20,15,5,1,1,6.06,4.2,41.3,51.3,31.2,1.34,3,2019,4,0,0,0,0,0,3967537,0.88,0,65,State hwy,4,10,14,2,1900,24840,Brunswick,115198,Southern,24840,23896,10.08147,-0.1278334
3,Sagadahoc,Cumberland,13,8,3,0,3,4.12,0.8,33.7,42.6,24.7,0.85,0.5,2019,11,1,0,0,0,0,3967537,0.88,0,65,State hwy,4,10,14,2,1900,24840,Brunswick,115198,Southern,24840,25337,10.14002,-0.1278334
3,Sagadahoc,Cumberland,14,9,17,6,15,6.62,24.7,26.1,35.8,16.5,1.6,10,2019,12,0,1,0,0,0,3967537,0.88,0,65,State hwy,4,10,14,2,1900,24840,Brunswick,115198,Southern,24840,23971,10.0846,-0.1278334
3,Sagadahoc,Cumberland,14,12,30,6,18,6.13,21.2,20.4,30.1,10.7,1.3,5,2019,1,0,0,1,1,0,3967538,1.56,0,65,State hwy,4,10,14,2,1900,24840,Brunswick,115202,Southern,24840,21114,9.957692,0.4446858
3,Sagadahoc,Cumberland,12,9,28,3,13,3.47,12.8,21.4,32.5,10.3,1.22,9,2019,2,0,0,0,0,0,3967538,1.56,0,65,State hwy,4,10,14,2,1900,24840,Brunswick,115202,Southern,24840,19810,9.893942,0.4446858
