ID,FREQ,LENGTH,INCLANES,DECLANES,WIDTH,MIMEDSH,MXMEDSH,SPEED,URB,FC,AADT,SINGLE,DOUBLE,TRAIN,PEAKHR,GRADEBR,MIGRADE,MXGRADE,MXGRDIFF,TANGENT,CURVES,MINRAD,ACCESS,MEDWIDTH,FRICTION,ADTLANE,SLOPE,INTECHAG,AVEPRE,AVESNOW,LOWPRE,GBRPM,EXPOSE,INTPM,CPM,HISNOW
121,5,1.01,2,2,48,4,4,65,0,5,11705,4.4,12.9,3.2,12.3,1,-1.7,4,5.7,1.52,1,3150,2,5,46.3,2926,2,0,0.51,0.28,1,1.360544218,0.339056676,0.22675737,0.907029478,0
122,6,0.56,2,2,48,4,4,65,0,5,11705,4.4,12.9,3.2,12.3,0,3.8,3.8,0,0.49,1,1800,2,5,44,2926,2,0,0.51,0.28,1,1.171875,0.152512768,0,0.390625,0
123,2,0.61,2,2,48,4,4,65,0,5,12159,4.4,12.9,3.2,12.3,0,-5,-5,0,1.27,1,4000,2,5,46.5,3040,3,0,0.51,0.28,1,1.937984496,0.116817885,0,1.162790698,1
124,2,1.02,2,2,48,4,4,65,0,5,12159,4.4,12.9,3.2,12.3,3,-1.55,-5,2.86,0.56,2,1600,2,5,61.5,3040,0,0,0.51,0.28,0,1.587301587,0.095420052,0,0,0
125,13,3.84,2,2,62,4,4,65,0,5,12159,4.4,12.9,3.2,12.3,4,-0.16,-3.97,2.3,0.04,3,1500,2,5,61,3040,0,2,0.51,0.28,0,2.98013245,0.122983611,0.331125828,0.993377483,0
126,6,1.35,2,2,48,4,4,65,0,5,16170,4.4,12.9,3.2,12.3,3,-0.08,-2.05,1.97,0.38,3,1146,2,3,56,4043,0,2,0.51,0.28,1,1.155115512,0.434173851,0.495049505,0.330033003,1
127,9,1.49,2,2,48,4,4,55,1,5,15830,4.76,9.73,2.77,8.6,5,0.8,3,5.92,0.39,3,2865,2,3,38.8,3958,0,1,0.51,0.28,0,1.973684211,0.287297632,0.657894737,0,0
128,1,0.57,2,2,48,4,4,55,1,5,30450,5.48,7.93,1.9,8.05,1,-0.11,1.5,1.86,0.38,0,0,2,3,38.8,7613,0,1,0.51,0.28,0,1.538461538,0.20738497,0.769230769,0.769230769,0
129,37,4.66,2,2,76,4,4,55,1,5,35375,4.54,6.54,1.74,12.08,9,0,-2.26,4.02,0.9,7,2865,2,2,43.6,8844,1,3,0.51,0.28,0,0,0.3154476,0,3.333333333,0
130,3,0.53,2,2,54,4,4,65,0,5,19776,3.5,7.5,2,10.5,2,-0.28,-0.97,0.68,0.19,1,1800,2,2,42,4944,1,0,0.51,0.28,0,2.366863905,0.264030306,0.591715976,1.183431953,1
131,6,1.2,2,2,48,4,4,65,0,5,19776,3.5,7.5,2,10.5,1,0.67,1.14,1.54,0.94,3,1800,2,5,45.5,4944,0,1,0.51,0.28,0,2.429149798,0.113613331,0,1.619433198,0
132,2,1.18,2,2,48,4,4,65,0,5,19776,3.49,7.53,1.95,10.5,1,1.14,-2.52,3.66,0.53,3,3000,2,5,46.5,4944,0,1,0.55,0.39,1,1.408450704,0.256185324,0.352112676,0,0
133,33,13.94,2,2,62,4,4,65,0,5,17301,3.8,8.43,2.68,10.5,12,-0.1,-2.52,3.27,0.15,16,2400,2,5,46.1,4325,1,4,0.55,0.39,0,6,0.112633525,4,4,0
134,10,2.85,2,2,62,4,4,65,0,5,14867,4.2,8.55,2.5,10.1,6,0.1,-1.69,2.53,0.31,3,4500,2,5,45.3,3717,0,1,0.58,0.19,0,2.721088435,0.178198986,0.680272109,2.040816327,1
135,28,8.31,2,2,62,4,4,65,0,5,14867,4.2,8.55,2.5,10.1,10,0.05,-3,3.16,0.75,8,2500,2,5,47,3717,0,2,0.38,0.17,1,0.838574423,0.134583165,0,0.419287212,0
136,9,3.78,2,2,48,4,4,65,1,5,12643,5.08,10.58,3.08,10.1,5,0,-2.73,2.66,1.08,5,2400,2,5,47,3161,0,1,0.38,0.17,1,1.373626374,0.16481283,0,0.274725275,1
137,4,1.6,2,2,48,4,4,65,0,5,12743,5,11.9,4.1,10.1,4,0.55,3,4.66,0.87,4,2600,2,5,50,3186,0,1,0.38,0.17,0,0.757575758,0.247158582,1.515151515,0.757575758,0
138,3,1.6,2,2,62,4,5,65,1,5,10285,4.98,11.92,4.1,10.1,2,0.69,1.65,1.73,0.1,1,5000,2,5,45.3,2571,0,1,0.38,0.17,0,2.830188679,0.120658634,0.943396226,2.830188679,1
139,7,4.06,2,2,48,5,5,65,0,5,11022,5,11.3,3.9,10.1,5,0.04,-3.47,5.12,0.09,4,2700,2,5,43.9,2756,0,1,0.38,0.17,0,1.176470588,0.145463815,1.176470588,0,0
140,10,3.47,2,2,48,4,5,65,0,5,11158,4.05,11.49,3.7,10.1,2,-0.6,-3.47,2.63,0.57,2,2800,2,5,48,2790,0,1,0.53,0,0,1.503759398,0.356164956,0.751879699,1.503759398,1
141,10,2.43,2,2,48,4,4,65,0,5,9156,1.95,10.76,2.85,11.6,4,-0.1,4.5,6.47,0.61,2,2200,2,5,52,2289,1,1,0.53,0,0,1.369863014,0.061275507,0,1.369863014,0
142,1,0.6,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,1,-4.22,4.5,8.77,0.85,3,2600,2,5,52,2357,3,0,0.53,0,1,2.105263158,0.154653968,0.350877193,1.052631579,0
143,1,0.52,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,0,-4.22,-4.22,0,0.64,1,2600,2,5,52,2357,2,0,0.53,0,1,0.576368876,0.141321649,0.288184438,0.576368876,0
144,6,1.88,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,4,-0.41,-4.22,5.97,0.44,1,2600,2,5,54,2357,2,1,0.53,0,1,1.646090535,0.081209142,0.411522634,0.823045267,0
145,9,3.4,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,5,-0.11,2.74,2.59,0.53,3,8000,2,2,46.8,2357,0,1,0.53,0,0,2.777777778,0.213530256,0,1.388888889,0
146,2,0.5,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,0,1.2,1.39,0.19,0.95,2,5000,2,3,47,2357,2,0,0.53,0,1,0.896860987,0.139706378,0,0.448430493,0
147,4,3,2,2,48,4,4,65,0,5,9426,1.95,10.76,2.85,11.6,7,-0.89,-5.01,4.1,0.3,4,5000,2,5,44.3,2357,1,1,0.53,0,0,2,0.10937955,1,2,0
148,2,0.56,2,2,48,4,4,65,0,5,10679,1.95,10.76,2.85,11.6,1,0.29,-4.38,4.67,0.78,1,11000,2,3,53.5,2670,0,0,0.53,1.04,0,0,0.200807342,1.492537313,2.985074627,1
149,16,5.91,2,2,48,4,4,65,0,5,10679,1.95,10.76,2.85,11.6,6,0.43,4.9,4.32,1.33,4,2800,2,5,55.6,2670,0,2,0.53,1.04,1,2.06185567,0.032827516,0,1.030927835,0
150,3,1.96,2,2,62,4,4,65,0,5,11654,1.95,10.76,2.85,11.6,0,-0.5,-0.98,0.48,0,3,5500,2,5,51.8,2914,0,2,0.53,1.04,0,3.03030303,0.052913685,0,1.515151515,0
151,4,4.4,2,2,62,4,4,65,0,5,3917,4.4,14,1.8,11.6,4,-0.5,-3.75,7.43,0.36,2,5000,2,5,51.5,979,0,2,0.53,1.04,1,3.355704698,0.086091455,0.67114094,2.013422819,0
152,4,4.48,2,2,48,4,4,65,0,5,4661,4.44,13.99,1.81,11.6,5,0,3.68,3.68,1.65,2,4500,2,5,52.4,1165,0,2,0.53,1.04,1,1.322751323,0.174435471,0.264550265,1.322751323,0
153,14,3.03,2,2,48,4,4,65,0,5,9094,4.6,17.8,4.9,11.6,4,0.42,4,3.46,1.73,2,5000,2,5,50,2274,3,1,0.53,1.04,1,1.470588235,0.11697666,0.294117647,0.882352941,0
154,6,4.63,2,2,48,4,4,65,0,5,10532,4.6,17.8,4.9,11.5,6,-1.15,-3.94,5.25,0.99,5,6000,2,5,47.9,2633,2,1,0.5,0,0,2.325581395,0.095610801,0,2.325581395,1
155,12,8.82,2,2,48,4,4,65,0,5,10532,4.6,17.8,4.9,11.5,12,-0.03,-3.9,3.15,2.05,8,4000,2,5,44.9,2633,2,2,0.5,0,0,2.597402597,0.140047215,0,1.731601732,0
156,58,1.47,4,3,84,10,11,55,1,5,115885,2.6,1.4,0.1,9.6,2,-0.15,4,3.49,0.48,2,3500,2,4,47.5,16555,0,1,3.37,1.12,1,4.761904762,0.118121483,0.952380952,0.952380952,0
157,7,0.93,4,3,84,10,11,55,1,5,59822,3.12,3.43,0.49,9.6,2,-0.15,-2.48,2.33,1.29,1,3500,2,5,51,8546,2,1,3.37,1.12,1,0.4048583,0.105526428,0,1.214574899,0
158,10,0.72,4,3,104,10,11,55,1,5,81252,3.2,3.43,0.49,9.6,2,-0.36,-3.17,2.71,0.39,1,3800,2,5,53.5,11607,2,0,5.92,0.72,0,1.030927835,0.121743633,0,1.030927835,1
159,25,1.45,3,3,72,10,18,55,1,5,78006,3.2,3.43,0.49,9.6,3,0.27,0.79,1.19,0.1,3,2728,2,3,55,13001,0,1,5.92,0.72,1,2.307692308,0.093149095,1.538461538,0,0
160,3,0.79,4,3,84,6,10,55,1,5,36047,3.43,7.88,1.09,12.7,2,1.45,3.9,1.45,0.71,2,1900,2,4,47.5,5150,3,0,6.78,1.48,1,1.325757576,0.17576064,0.189393939,0.568181818,0
161,27,1.95,3,3,72,6,10,65,0,5,34946,3.43,7.88,1.09,12.7,3,0.24,-4.3,8.3,0.53,3,1900,2,3,48,5824,0,1,6.78,1.48,1,2.824858757,0.139146249,0,0.282485876,0
162,14,2.18,4,3,84,6,10,65,0,5,31350,3.43,7.88,1.09,12.7,1,1.5,4,2.5,0.3,3,2500,2,5,50.8,4479,2,1,6.78,1.48,0,2.857142857,0.094024,0,1.428571429,1
163,8,0.97,3,3,72,6,6,65,0,5,34386,3.97,11.75,2.48,15.5,1,0.4,-1.28,1.68,0.84,1,4000,2,5,48,5731,0,0,10.98,6.75,0,1.408450704,0.229041953,1.408450704,1.408450704,1
164,11,1.47,3,3,72,6,8,65,0,5,33212,3.97,11.75,2.48,15.5,4,0.28,3.06,3.03,1.62,3,2492,2,5,45.8,5535,1,1,10.98,6.75,0,2.5,0.08479096,0,2.5,0
165,5,1.22,3,3,72,6,6,65,0,5,25933,3.97,11.75,2.48,15.5,2,0.03,1.98,1.95,0.11,2,8000,2,5,44,4322,2,1,10.98,6.75,1,0,0.08746276,0,1.558441558,0
166,5,0.52,4,3,84,6,8,65,0,5,23983,3.97,11.75,2.48,15.5,1,1.14,5,3.6,0.35,2,2100,2,3,44,3426,1,0,10.98,6.75,1,1.020408163,0.117525912,1.020408163,1.530612245,0
167,7,1.62,4,3,84,6,10,65,0,5,23790,3.97,11.75,2.48,15.5,2,0.94,3,3.99,0.17,2,4000,2,5,47.5,3399,0,0,10.98,6.75,1,1.231527094,0.163335018,0.246305419,0.985221675,0
168,7,1.48,3,3,72,6,10,65,0,5,23790,3.97,11.75,2.48,15.5,2,0.4,3,2.6,0.23,4,1964,2,5,46.8,3965,0,0,10.98,6.75,0,2.150537634,0.203065779,1.075268817,1.075268817,1
169,6,0.94,3,3,72,6,10,65,0,5,20394,3.97,11.75,2.48,15.5,1,1.3,1.82,0.52,0.43,2,6854,2,4,47.5,3399,2,1,0.51,0.28,0,1.234567901,0.14067027,0,1.234567901,1
170,16,1.9,2,2,48,4,4,65,0,5,23106,3.88,12.67,4.03,17,5,0,1.51,1.51,0.27,4,1146,2,5,44.5,5777,2,0,0.51,0.28,0,1.351351351,0.12851358,0,2.702702703,1
171,47,4.31,2,2,48,4,4,65,0,5,23106,3.88,12.67,4.03,17,8,0,-2.6,3.35,0.35,8,1146,2,5,44.6,5777,0,2,0.51,0.28,0,1,0.1453503,1,0.5,1
172,8,1.3,2,2,48,4,4,65,0,5,19631,4.46,13.2,4.48,17,3,-0.44,-1.98,1.44,0.19,0,0,2,5,45.3,4908,0,2,0.51,0.28,1,0.757575758,0.174373056,0.378787879,0.757575758,0
173,20,2.73,2,2,63,4,4,65,0,5,21433,3.95,13.73,4.32,17,5,-0.01,3.04,3.73,1.33,4,2865,2,5,45.5,5358,0,1,3.13,9.63,1,1.518438178,0.16091182,0.21691974,1.084598698,0
174,9,1.29,2,2,48,4,4,65,0,5,20306,3.95,13.73,4.32,17,3,-0.04,-3,2.95,0.11,3,2865,2,5,45,5077,1,0,3.13,9.63,1,0.966183575,0.184981307,0,0.644122383,0
175,22,2.68,2,2,48,4,4,65,0,5,21019,4.74,13.37,4.51,17,5,-0.04,3.03,2.71,0.14,2,2865,2,5,44.2,5255,0,1,3.13,9.63,0,3.773584906,0.084549257,1.886792453,1.886792453,0
176,19,1.56,2,2,48,4,4,65,0,5,22492,5.02,12.18,3.89,17,2,-0.05,-3.76,4.13,0.9,1,1515,2,5,43.5,5623,0,1,3.13,9.63,0,0.952380952,0.17279976,0,1.904761905,0
177,21,2.09,2,2,48,4,4,65,0,5,21065,5.02,12.18,3.89,17,3,-0.28,2.93,4.08,1.73,2,1910,2,5,43.8,5266,0,1,3.13,9.63,0,2.325581395,0.171141419,1.162790698,1.162790698,1
178,2,0.59,2,2,48,4,4,65,0,5,19911,3.8,14.3,5,17.4,1,-0.33,-2.11,1.78,0.57,1,5730,2,2,43,4978,0,1,3.13,9.63,0,1.063829787,0.178449741,1.063829787,2.127659574,1
179,7,2,2,2,48,4,4,65,0,5,19911,3.8,14.3,5,17.4,2,-0.31,-0.66,0.87,0.48,1,5730,2,5,47.3,4978,0,2,3.13,9.63,0,0,0.113162775,1.515151515,0,0
180,35,3.93,2,2,54,4,4,65,0,5,21238,4.07,13.28,4.79,17.4,5,0.23,4,4.9,0.24,5,1910,2,5,46.8,5310,1,0,3.13,9.63,0,1.449275362,0.070659036,0,1.449275362,0
181,21,6.59,2,2,48,4,4,65,0,5,17403,4.1,13.3,4.8,17.4,7,-1.09,-4.6,6.36,0.42,9,1637,2,5,44.4,4351,0,1,3.13,9.63,0,1.785714286,0.056463456,0,2.678571429,0
182,20,5.2,2,2,48,4,4,65,0,5,16427,5.19,15.6,5.39,17.4,7,0.4,-2.24,2.15,0.26,5,1910,2,5,46.3,4107,0,1,0.69,0.55,1,0,0.02392502,0,1.785714286,0
183,0,0.58,2,2,48,4,4,65,0,5,18096,4.4,13.69,4.63,17.4,3,-0.18,-1.97,1.79,0.95,1,2865,2,5,58.5,4524,0,0,0.69,0.55,1,2.222222222,0.079677675,1.481481481,2.222222222,0
184,4,1.46,2,2,48,4,4,65,0,5,18096,4.4,13.69,4.63,17.4,2,-0.29,-1.66,1.26,1.6,2,2865,2,5,58,4524,0,0,0.69,0.55,1,0.833333333,0.08661888,0.833333333,2.5,0
185,7,2.64,2,2,48,4,4,65,0,5,18096,4.4,13.69,4.63,17.4,2,-0.2,-1.4,1.11,1.14,2,11460,2,5,56.3,4524,0,1,0.69,0.55,1,2.127659574,0.064681212,0.531914894,0.531914894,0
186,2,0.86,2,2,48,4,4,65,0,5,19053,4.04,12.68,4.66,17.4,2,-0.28,2.1,2.38,1.27,0,0,2,5,56.5,4763,0,0,0.69,0.55,1,1.295896328,0.177985534,0.215982721,1.079913607,0
187,0,0.8,2,2,62,4,4,65,0,5,19053,4.04,12.68,4.66,17.4,1,-0.37,-2.7,2.33,2.04,1,2865,2,5,57.5,4763,0,0,0.69,0.55,1,1.063829787,0.069971814,1.063829787,2.127659574,0
188,42,11.5,2,2,57,4,4,65,1,5,19053,4.04,12.68,4.66,17.4,10,0.25,-2.94,3.3,0.56,14,1700,2,5,60.8,4763,0,2,0.69,0.55,1,3.048780488,0.04627178,0,1.219512195,0
189,29,15.28,2,2,48,4,4,65,0,5,9802,9.48,11.5,4.66,19.4,16,0.04,4.13,8.25,0.32,29,1500,2,5,61.2,2451,3,1,0.69,0.55,0,3.50877193,0.070010906,0,1.754385965,0
190,7,4.61,2,2,48,4,4,65,0,5,9563,5.67,13.26,4.87,19.4,7,0.23,4.95,4.18,0.23,5,2292,2,5,51.8,2391,0,1,0.55,0,0,1.111111111,0.04537242,0,1.111111111,1
191,1,0.63,2,2,48,4,4,65,0,5,9563,5.67,13.26,4.87,19.4,1,0.15,-3.47,3.62,1.19,1,5730,2,5,50.5,2391,0,1,0.55,0,1,0.99009901,0.043150483,0,0.99009901,0
192,8,5.28,2,2,48,4,4,65,0,5,9120,5.06,14,4.69,19.4,7,-0.01,1.97,1.41,1.51,3,5730,2,3,51,2280,1,1,0.55,0,0,1.639344262,0.115479649,0.819672131,1.639344262,1
193,6,1.64,2,2,48,4,4,65,0,5,7730,4.53,13.21,4.38,19.4,5,0,3,2.24,0.17,2,2084,2,2,53,1933,1,0,0.55,0,0,1.923076923,0.045519734,0,3.846153846,1
194,11,4.77,2,2,48,4,4,65,0,5,7730,4.5,13.2,4.4,19.4,4,-0.1,-2.5,2.4,0.23,2,2324,2,2,52.9,1933,1,0,0.55,0,0,2.43902439,0.11190827,0,2.43902439,0
195,10,4.46,2,2,48,4,4,65,0,5,8582,4.68,14.67,4.3,19.4,4,-0.07,1.45,1.52,0.22,2,38400,2,5,53.1,2146,1,0,0.55,0,0,5.263157895,0.029886383,0,0,0
196,19,9.49,2,2,48,4,4,65,0,5,8582,4.68,14.67,4.3,19.4,14,0,2.93,3.34,0.13,1,38400,2,2,51.7,2146,1,1,0.55,0.33,0,1.694915254,0.048628184,0,3.389830508,1
197,1,0.51,2,2,48,4,4,65,0,5,10769,4.8,9.9,3.1,19.4,2,0.05,-1.09,1.14,9.66,0,0,2,5,51.7,2692,1,0,0.55,0.33,0,2.666666667,0.145279125,1.333333333,0,0
198,8,3.54,2,2,48,4,4,65,0,5,10769,4.8,9.9,3.1,19.4,10,0.05,-1.54,2.98,10.2,1,11460,2,2,52.6,2692,1,0,0.55,0.33,1,0.787401575,0.092580206,0.787401575,0.787401575,0
199,2,2.01,2,2,48,4,4,65,0,5,8506,5.05,12.75,3.73,15.9,3,0.05,2.29,2.16,0.46,0,0,2,2,54.3,2127,1,0,0.61,0,0,2.083333333,0.06620808,0,2.916666667,1
200,1,0.98,2,2,48,4,4,65,0,5,8506,5.05,12.75,3.73,15.9,2,0.4,-2.5,3.7,2.61,0,0,2,2,53,2127,1,0,0.61,0,0,0,0.045117358,1.923076923,0,1
201,15,7.34,2,2,48,4,4,65,0,5,8506,5.05,12.75,3.73,15.9,13,0.1,-3.39,3.36,3.96,3,5730,2,2,55.2,2127,1,2,0.61,0,0,2.222222222,0.36224352,0,1.111111111,1
202,3,1.47,2,2,48,4,4,65,0,5,8297,4.79,13.87,4.14,15.7,0,0,0.42,0.4,2.67,2,11460,2,2,48.5,2074,1,0,0.61,0,0,1.388888889,0.017591832,0,2.777777778,1
203,1,0.68,2,2,48,4,4,65,0,5,8297,4.79,13.87,4.14,15.7,1,0.42,1.18,0.76,0.07,2,7672,2,4,56.5,2074,2,0,0.61,0,0,3.076923077,0.055511755,0,1.538461538,1
204,4,1.01,2,2,48,4,6,65,0,5,8297,4.79,13.87,4.14,15.7,1,-0.15,1.18,1.03,0.32,2,8000,2,5,55.8,2074,2,0,0.61,0,0,2.197802198,0.134530715,1.098901099,2.197802198,0
205,1,1.12,2,2,48,4,6,65,0,5,8297,4.79,13.87,4.14,15.7,3,-0.15,3,2.65,0.21,0,0,2,5,56.3,2074,1,0,0.89,0.92,0,0,0.022490497,0,3.773584906,0
206,3,1.31,2,2,48,4,4,65,0,5,8297,4.79,13.87,4.14,15.7,2,1.95,3,5.39,2.8,2,12000,2,5,56.2,2074,0,0,0.89,0.92,1,0,0.061892685,0,1.321585903,0
207,12,5.12,2,2,48,4,4,65,0,5,8161,4.79,13.87,4.14,15.7,6,-0.31,2.58,4.31,1.95,2,8000,2,5,51.6,2040,0,0,0.89,0.92,1,0.806451613,0.044698776,0,2.419354839,0
208,7,6.21,2,2,48,4,6,65,0,5,8161,4.79,13.87,4.14,15.7,6,0.1,-3.12,3.65,0.64,4,8000,2,5,54.7,2040,2,0,0.89,0.92,1,1.865671642,0.10716181,0.373134328,1.119402985,0
209,14,6.7,2,2,48,4,6,65,0,5,8263,4.79,13.87,4.14,15.7,3,0.5,2.74,3.19,2.94,3,8186,2,5,54.3,2066,0,1,1.08,1.8,1,2.5,0.07441912,0.625,2.5,0
210,17,7.06,2,2,48,4,4,65,0,5,10642,5.1,16.43,6.25,13.6,5,0.12,-2.37,3.8,3.58,1,8186,2,5,52.4,2661,0,1,1.08,1.8,1,2.333333333,0.1032147,0.333333333,1.333333333,0
211,35,13.1,2,2,48,4,4,65,0,5,11542,5.1,13.5,4.9,13.6,14,0.06,3.05,3.58,7.4,10,5730,2,5,53.1,2886,0,1,1.08,1.8,1,0.909090909,0.06290702,0.454545455,0.454545455,1
212,12,2.58,2,2,48,4,4,65,0,5,12405,4.83,12.77,4.67,13.6,5,0.3,2.16,3,1.3,3,6486,2,5,55.5,3101,2,0,1.1,2.8,1,1.116071429,0.076216672,0.446428571,0.446428571,1
213,11,3.64,2,2,48,4,4,65,0,5,12405,4.83,12.77,4.67,13.6,5,0.35,1.24,1.68,0.28,1,11459,2,5,58.6,3101,1,0,1.1,2.8,1,1.369863014,0.096433584,0,1.369863014,0
214,64,19.3,2,2,48,4,4,65,0,5,11924,4.68,12.87,4.67,13.6,28,-0.3,2,3.25,3.89,9,7640,2,5,54.4,2981,0,3,1.1,2.8,1,0.99009901,0.030586891,0,1.98019802,0
215,55,5.8,2,2,48,4,10,65,0,5,11925,4.35,16.61,5.93,13.6,6,-0.09,2.25,4.25,0.37,6,1910,2,5,56.3,2981,0,3,1.63,4.16,0,1.388888889,0.078753276,0,1.388888889,0
216,24,1.58,2,2,48,4,4,55,1,5,31374,2.5,6.9,2.4,13.6,2,-0.48,-3.4,2.9,0.06,1,7639,2,2,44.5,7844,0,1,1.63,4.16,0,1.639344262,0.15781432,1.639344262,1.639344262,0
217,0,0.95,2,2,48,4,4,55,1,5,66268,4.78,3.69,0.79,10,3,0.21,-2.8,3.01,0.42,1,5730,2,2,50.5,16567,0,1,1.63,4.16,1,0,0.013857736,0,3.278688525,0
218,135,12.4,2,2,48,4,4,55,1,5,66767,4.78,3.69,0.79,10,21,0.05,-3.03,5.51,0.68,9,2865,2,2,51.5,16692,0,4,1.63,4.16,1,3.571428571,0.028873544,0,1.785714286,0
219,23,2.15,2,2,48,6,16,55,1,1,33922,3.7,2.3,0.1,8.91,4,-0.02,2.5,3.45,0.14,3,5730,2,3,49.5,8481,0,1,3.73,1.13,1,1.19047619,0.039419562,0,1.19047619,0
220,12,0.63,2,2,48,6,6,55,1,1,41496,3.7,2.3,0.1,10.04,1,0.06,-3.32,3.58,0.33,0,0,2,3,44,10374,0,0,3.21,0.55,1,0,0.079196751,0,1.449275362,0
221,0,0.9,2,2,50,0,0,40,1,1,10000,7,3,0,-99,18,0,-3.4,1.56,-99,4,477,1,1,47,2500,0,0,9.27,0,1,3.773584906,0.038256672,0,1.886792453,0
222,5,1.64,2,2,48,4,7,55,1,1,18695,4.92,2.09,0.61,8.43,4,1,3.45,4.38,0.41,4,1900,1,2,60.5,4674,0,0,2.96,0.1,1,1.25,0.0600644,0.625,0.625,0
223,5,0.57,2,2,46,0,0,55,1,1,14365,5.17,2.7,0.56,8.37,3,0.5,5.15,4.65,1.22,0,0,0,1,59.5,3591,0,0,2.96,0.1,1,0,0.083372716,1.020408163,1.530612245,1
224,16,1.68,2,2,48,0,8,45,1,1,14684,4.19,2.45,0.44,8.18,6,0.38,2.37,2.87,1.95,1,7500,0,1,58.5,3671,0,0,1.68,0.04,0,2.53164557,0.103941525,0,2.53164557,1
225,12,3.02,2,1,36,4,4,55,1,1,11157,5.1,3.4,1.1,9.5,9,-0.25,2.64,4.3,0.11,3,2865,1,2,46.5,3719,0,1,6.33,0,1,0,0.044517554,0,1.360544218,0
226,9,2.31,2,2,48,4,4,55,1,1,16610,3.69,2.46,0.64,8.99,6,-0.05,-3.71,5.7,0.25,4,2292,1,2,47,4153,0,0,6.33,0,1,1.526717557,0.039672106,0,1.526717557,0
227,28,5.17,2,2,48,4,4,55,1,1,16549,3.69,2.46,0.64,9.2,9,-0.05,-3.47,6.55,0.41,11,1433,1,2,46.6,4137,0,0,6.33,0,1,0.746268657,0.085357732,0.373134328,1.492537313,1
228,5,0.59,2,2,48,4,4,55,1,1,22581,4.7,2.7,0.4,10.3,1,0.3,-3.95,3.92,0.06,2,1433,1,2,53,5645,1,0,5.28,2.63,0,7.692307692,0.00911989,0,1.923076923,1
229,8,0.7,2,2,48,4,4,55,1,1,36800,4.15,3.14,0.74,10.4,2,0,-0.8,0.8,0.44,1,11460,2,2,53,9200,1,0,5.28,2.63,0,1.020408163,0.124325789,0,3.06122449,1
230,13,2.07,2,2,48,4,4,55,0,1,26895,4.15,3.14,0.74,9.07,2,0,-2.5,2,0.69,2,2865,2,2,52.8,6724,1,1,5.28,2.63,0,1.869158879,0.049201489,0,0.934579439,1
231,38,0.92,2,2,48,4,4,55,0,1,52487,3.63,2.64,0.47,8.5,3,0.5,-3.5,4,1.11,2,1433,2,2,52.8,13122,1,1,5.28,2.63,0,2.189781022,0.040584058,0,2.919708029,1
232,109,1.06,2,2,48,0,6,55,1,1,29659,3.34,1.51,0.26,8.1,10,-0.03,3.01,4.94,0.51,1,2000,2,5,53.7,7415,0,2,4.03,0,0,1.840490798,0.048286142,0,2.45398773,1
233,26,3.05,2,2,48,4,10,55,1,1,53070,3.13,4.02,0.86,8.23,3,0,-3,3,0.84,3,2200,2,5,51.5,13268,0,1,4.03,0,0,2.857142857,0.118314385,0,0,0
234,5,0.75,2,2,62,4,10,55,1,1,53070,3.13,4.02,0.86,8.2,2,0.02,-1.69,1.67,0.47,0,0,2,5,51,13268,0,1,4.03,0,0,1.098901099,0.149759792,0,2.197802198,0
235,25,1.23,2,2,48,4,4,55,1,1,63053,3.5,4.1,0.6,8.68,1,-0.08,1.42,1.5,0.06,2,5000,2,5,50,15763,1,1,4.03,0,0,0.347222222,0.441125568,0.694444444,0.694444444,0
236,49,3.32,2,2,102,4,5,55,1,1,50361,3.67,5.26,1.23,8.1,1,-0.04,-2,1.77,0.44,1,5730,2,5,52,12590,1,3,4.32,0.06,0,2.777777778,0.030553128,0,2.777777778,0
237,3,2.68,2,2,62,4,4,65,1,5,8726,3.2,3.7,1.3,7.95,2,-0.58,-3.66,2.91,0.23,4,5900,2,5,45.5,2182,0,1,0.53,1.04,1,0,0.027072014,0,1.639344262,0
238,13,2.18,2,2,48,4,7,55,1,5,8726,3.2,3.7,1.3,7.9,2,0,-2.95,2.95,1.99,2,4100,2,5,44.3,2182,2,2,0.53,1.04,1,2.941176471,0.045267957,0,1.960784314,0
239,12,6.06,3,3,88,5,7,55,1,5,19629,3.2,3.7,1.3,12.1,7,0.05,-2.8,3.36,0.56,2,3900,2,5,48.1,3272,0,3,0.53,1.04,1,0.847457627,0.085175232,0.847457627,2.542372881,0
240,9,1.05,2,2,48,5,5,55,1,5,30821,5.11,9.21,2.73,7.9,5,0.14,6.03,5.89,0.51,1,1433,2,2,50.5,7705,0,1,0.44,0,1,0,0.01720245,0,4,0
241,5,1.27,2,2,47,4,5,55,1,5,19972,5.11,9.21,2.73,8.16,1,0.21,-1.34,1.55,0.48,1,4400,2,2,54.3,4993,1,1,0.44,0,1,1.785714286,0.021827876,0,1.785714286,1
242,3,0.52,2,2,48,4,4,55,0,1,4805,4.72,6.19,2.43,7.35,4,-0.22,-4,6.83,0.08,1,3016,1,5,54,1201,0,0,1.63,4.16,0,1.694915254,0.042878339,1.694915254,1.694915254,1
